Description	ID	>AT	>Cc	>So
Organisms_order_>AT_>Cc_>So	67406	0	0	1
Organisms_order_>AT_>Cc_>So	67407	0	0	1
Organisms_order_>AT_>Cc_>So	67409	0	0	1
Organisms_order_>AT_>Cc_>So	67411	0	0	1
Organisms_order_>AT_>Cc_>So	67412	0	0	1
Organisms_order_>AT_>Cc_>So	67413	0	0	1
Organisms_order_>AT_>Cc_>So	67414	0	0	1
Organisms_order_>AT_>Cc_>So	67418	0	0	1
Organisms_order_>AT_>Cc_>So	67419	2	2	4
Organisms_order_>AT_>Cc_>So	67423	0	0	2
Organisms_order_>AT_>Cc_>So	67425	0	0	2
Organisms_order_>AT_>Cc_>So	67426	0	0	1
Organisms_order_>AT_>Cc_>So	67428	0	0	1
Organisms_order_>AT_>Cc_>So	67431	0	0	1
Organisms_order_>AT_>Cc_>So	67432	0	0	1
Organisms_order_>AT_>Cc_>So	67433	0	1	0
Organisms_order_>AT_>Cc_>So	67434	0	1	0
Organisms_order_>AT_>Cc_>So	67435	0	1	0
Organisms_order_>AT_>Cc_>So	67437	0	1	0
Organisms_order_>AT_>Cc_>So	67438	0	3	0
Organisms_order_>AT_>Cc_>So	67441	0	1	0
Organisms_order_>AT_>Cc_>So	67443	0	1	0
Organisms_order_>AT_>Cc_>So	67444	0	1	0
Organisms_order_>AT_>Cc_>So	67447	0	1	0
Organisms_order_>AT_>Cc_>So	67449	0	1	1
Organisms_order_>AT_>Cc_>So	67451	0	1	0
Organisms_order_>AT_>Cc_>So	67454	1	1	1
Organisms_order_>AT_>Cc_>So	67455	0	1	0
Organisms_order_>AT_>Cc_>So	67457	0	1	0
Organisms_order_>AT_>Cc_>So	67458	0	1	0
Organisms_order_>AT_>Cc_>So	67460	0	1	0
Organisms_order_>AT_>Cc_>So	67461	0	1	0
Organisms_order_>AT_>Cc_>So	67464	0	1	0
Organisms_order_>AT_>Cc_>So	67465	0	1	0
Organisms_order_>AT_>Cc_>So	67468	0	1	0
Organisms_order_>AT_>Cc_>So	67469	0	1	0
Organisms_order_>AT_>Cc_>So	67470	0	1	0
Organisms_order_>AT_>Cc_>So	67472	0	1	0
Organisms_order_>AT_>Cc_>So	67473	0	1	0
Organisms_order_>AT_>Cc_>So	67474	0	1	2
Organisms_order_>AT_>Cc_>So	67479	1	0	0
Organisms_order_>AT_>Cc_>So	67483	1	1	1
Organisms_order_>AT_>Cc_>So	67484	2	1	1
Organisms_order_>AT_>Cc_>So	67488	3	0	0
Organisms_order_>AT_>Cc_>So	67489	1	0	0
Organisms_order_>AT_>Cc_>So	67491	1	0	0
Organisms_order_>AT_>Cc_>So	67492	1	0	0
Organisms_order_>AT_>Cc_>So	67494	1	0	0
Organisms_order_>AT_>Cc_>So	67495	1	0	0
Organisms_order_>AT_>Cc_>So	67496	2	0	0
Organisms_order_>AT_>Cc_>So	67497	1	0	0
Organisms_order_>AT_>Cc_>So	67498	1	0	0
Organisms_order_>AT_>Cc_>So	67499	5	0	0
Organisms_order_>AT_>Cc_>So	67504	3	0	0
Organisms_order_>AT_>Cc_>So	67507	1	0	0
Organisms_order_>AT_>Cc_>So	67508	1	0	0
Organisms_order_>AT_>Cc_>So	67510	1	0	0
Organisms_order_>AT_>Cc_>So	67518	1	0	0
Organisms_order_>AT_>Cc_>So	67521	1	0	0
Organisms_order_>AT_>Cc_>So	67523	1	0	0
Organisms_order_>AT_>Cc_>So	67524	1	0	0
Organisms_order_>AT_>Cc_>So	67527	2	0	0
Organisms_order_>AT_>Cc_>So	67528	1	0	0
Organisms_order_>AT_>Cc_>So	67529	1	0	1
Organisms_order_>AT_>Cc_>So	67530	3	1	0
Organisms_order_>AT_>Cc_>So	67531	2	0	0
Organisms_order_>AT_>Cc_>So	67532	0	0	1
Organisms_order_>AT_>Cc_>So	67534	0	0	1
Organisms_order_>AT_>Cc_>So	67535	1	1	1
Organisms_order_>AT_>Cc_>So	67536	0	0	1
Organisms_order_>AT_>Cc_>So	67537	0	0	1
Organisms_order_>AT_>Cc_>So	67538	0	0	1
Organisms_order_>AT_>Cc_>So	67539	0	0	4
Organisms_order_>AT_>Cc_>So	67540	0	0	1
Organisms_order_>AT_>Cc_>So	67543	1	1	1
Organisms_order_>AT_>Cc_>So	67544	0	0	1
Organisms_order_>AT_>Cc_>So	67545	0	0	1
Organisms_order_>AT_>Cc_>So	67546	0	0	1
Organisms_order_>AT_>Cc_>So	67547	0	0	1
Organisms_order_>AT_>Cc_>So	67548	0	0	1
Organisms_order_>AT_>Cc_>So	67549	0	0	1
Organisms_order_>AT_>Cc_>So	67550	0	0	1
Organisms_order_>AT_>Cc_>So	67551	0	0	1
Organisms_order_>AT_>Cc_>So	67552	0	0	2
Organisms_order_>AT_>Cc_>So	67553	0	0	1
Organisms_order_>AT_>Cc_>So	67556	0	0	1
Organisms_order_>AT_>Cc_>So	67558	0	0	1
Organisms_order_>AT_>Cc_>So	67559	0	0	1
Organisms_order_>AT_>Cc_>So	67560	0	0	1
Organisms_order_>AT_>Cc_>So	67561	0	0	1
Organisms_order_>AT_>Cc_>So	67562	0	0	2
Organisms_order_>AT_>Cc_>So	67563	0	0	4
Organisms_order_>AT_>Cc_>So	67564	1	0	1
Organisms_order_>AT_>Cc_>So	67566	0	0	1
Organisms_order_>AT_>Cc_>So	67567	0	0	1
Organisms_order_>AT_>Cc_>So	67569	0	1	1
Organisms_order_>AT_>Cc_>So	67571	0	0	1
Organisms_order_>AT_>Cc_>So	67572	0	0	1
Organisms_order_>AT_>Cc_>So	67573	0	0	1
Organisms_order_>AT_>Cc_>So	67574	0	0	1
Organisms_order_>AT_>Cc_>So	67575	1	0	1
Organisms_order_>AT_>Cc_>So	67576	0	0	1
Organisms_order_>AT_>Cc_>So	67577	0	0	1
Organisms_order_>AT_>Cc_>So	67578	0	0	1
Organisms_order_>AT_>Cc_>So	67581	0	0	1
Organisms_order_>AT_>Cc_>So	67582	0	0	1
Organisms_order_>AT_>Cc_>So	67583	0	0	2
Organisms_order_>AT_>Cc_>So	67584	0	0	1
Organisms_order_>AT_>Cc_>So	67585	0	1	0
Organisms_order_>AT_>Cc_>So	67587	0	2	0
Organisms_order_>AT_>Cc_>So	67588	0	1	0
Organisms_order_>AT_>Cc_>So	67589	0	1	1
Organisms_order_>AT_>Cc_>So	67590	0	2	2
Organisms_order_>AT_>Cc_>So	67591	1	1	1
Organisms_order_>AT_>Cc_>So	67592	0	1	0
Organisms_order_>AT_>Cc_>So	67595	0	1	0
Organisms_order_>AT_>Cc_>So	67596	0	1	0
Organisms_order_>AT_>Cc_>So	67598	0	1	0
Organisms_order_>AT_>Cc_>So	67599	0	1	0
Organisms_order_>AT_>Cc_>So	67600	0	1	2
Organisms_order_>AT_>Cc_>So	67601	0	2	0
Organisms_order_>AT_>Cc_>So	67603	0	1	0
Organisms_order_>AT_>Cc_>So	67605	0	1	0
Organisms_order_>AT_>Cc_>So	67607	0	1	0
Organisms_order_>AT_>Cc_>So	67608	0	1	0
Organisms_order_>AT_>Cc_>So	67609	0	1	0
Organisms_order_>AT_>Cc_>So	67612	0	1	2
Organisms_order_>AT_>Cc_>So	67613	2	1	1
Organisms_order_>AT_>Cc_>So	67615	0	1	1
Organisms_order_>AT_>Cc_>So	67617	0	1	0
Organisms_order_>AT_>Cc_>So	67619	0	1	0
Organisms_order_>AT_>Cc_>So	67625	2	1	1
Organisms_order_>AT_>Cc_>So	67627	1	0	0
Organisms_order_>AT_>Cc_>So	67628	1	0	0
Organisms_order_>AT_>Cc_>So	67629	1	0	0
Organisms_order_>AT_>Cc_>So	67631	1	0	0
Organisms_order_>AT_>Cc_>So	67632	1	1	1
Organisms_order_>AT_>Cc_>So	67636	1	0	1
Organisms_order_>AT_>Cc_>So	67637	1	0	0
Organisms_order_>AT_>Cc_>So	67638	1	0	0
Organisms_order_>AT_>Cc_>So	67640	1	1	1
Organisms_order_>AT_>Cc_>So	67642	1	0	0
Organisms_order_>AT_>Cc_>So	67643	1	0	0
Organisms_order_>AT_>Cc_>So	67644	1	0	0
Organisms_order_>AT_>Cc_>So	67646	2	0	0
Organisms_order_>AT_>Cc_>So	67647	1	0	0
Organisms_order_>AT_>Cc_>So	67649	2	0	1
Organisms_order_>AT_>Cc_>So	67650	1	0	0
Organisms_order_>AT_>Cc_>So	67651	1	0	0
Organisms_order_>AT_>Cc_>So	67653	3	0	1
Organisms_order_>AT_>Cc_>So	67654	2	1	1
Organisms_order_>AT_>Cc_>So	67657	2	0	0
Organisms_order_>AT_>Cc_>So	67660	1	0	0
Organisms_order_>AT_>Cc_>So	67661	1	0	0
Organisms_order_>AT_>Cc_>So	67664	2	0	0
Organisms_order_>AT_>Cc_>So	67665	3	0	0
Organisms_order_>AT_>Cc_>So	67666	1	1	1
Organisms_order_>AT_>Cc_>So	67667	1	0	0
Organisms_order_>AT_>Cc_>So	67671	1	0	0
Organisms_order_>AT_>Cc_>So	67672	1	0	0
Organisms_order_>AT_>Cc_>So	67673	0	0	2
Organisms_order_>AT_>Cc_>So	67674	0	0	1
Organisms_order_>AT_>Cc_>So	67675	0	0	1
Organisms_order_>AT_>Cc_>So	67676	0	0	1
Organisms_order_>AT_>Cc_>So	67677	0	0	2
Organisms_order_>AT_>Cc_>So	67678	0	0	1
Organisms_order_>AT_>Cc_>So	67679	0	0	1
Organisms_order_>AT_>Cc_>So	67680	0	0	1
Organisms_order_>AT_>Cc_>So	67681	0	0	3
Organisms_order_>AT_>Cc_>So	67682	0	0	1
Organisms_order_>AT_>Cc_>So	67683	0	0	1
Organisms_order_>AT_>Cc_>So	67684	0	0	1
Organisms_order_>AT_>Cc_>So	67685	0	0	1
Organisms_order_>AT_>Cc_>So	67686	0	0	2
Organisms_order_>AT_>Cc_>So	67687	0	0	1
Organisms_order_>AT_>Cc_>So	67688	0	0	1
Organisms_order_>AT_>Cc_>So	67690	0	0	3
Organisms_order_>AT_>Cc_>So	67691	0	0	1
Organisms_order_>AT_>Cc_>So	67692	0	0	1
Organisms_order_>AT_>Cc_>So	67694	0	0	2
Organisms_order_>AT_>Cc_>So	67695	0	0	1
Organisms_order_>AT_>Cc_>So	67697	0	0	1
Organisms_order_>AT_>Cc_>So	67698	0	0	1
Organisms_order_>AT_>Cc_>So	67700	0	0	1
Organisms_order_>AT_>Cc_>So	67701	0	0	1
Organisms_order_>AT_>Cc_>So	67702	1	0	1
Organisms_order_>AT_>Cc_>So	67703	0	0	1
Organisms_order_>AT_>Cc_>So	67704	0	0	1
Organisms_order_>AT_>Cc_>So	67705	0	0	1
Organisms_order_>AT_>Cc_>So	67707	0	0	1
Organisms_order_>AT_>Cc_>So	67709	0	0	1
Organisms_order_>AT_>Cc_>So	67710	0	0	1
Organisms_order_>AT_>Cc_>So	67711	0	1	1
Organisms_order_>AT_>Cc_>So	67712	0	0	2
Organisms_order_>AT_>Cc_>So	67713	0	0	1
Organisms_order_>AT_>Cc_>So	67715	0	0	1
Organisms_order_>AT_>Cc_>So	67716	0	0	1
Organisms_order_>AT_>Cc_>So	67720	0	0	1
Organisms_order_>AT_>Cc_>So	67724	0	0	1
Organisms_order_>AT_>Cc_>So	67726	0	0	1
Organisms_order_>AT_>Cc_>So	67727	0	0	3
Organisms_order_>AT_>Cc_>So	67729	0	0	1
Organisms_order_>AT_>Cc_>So	67730	1	0	2
Organisms_order_>AT_>Cc_>So	67732	0	0	1
Organisms_order_>AT_>Cc_>So	67733	0	0	1
Organisms_order_>AT_>Cc_>So	67734	0	0	1
Organisms_order_>AT_>Cc_>So	67735	0	0	1
Organisms_order_>AT_>Cc_>So	67737	0	1	0
Organisms_order_>AT_>Cc_>So	67738	0	1	0
Organisms_order_>AT_>Cc_>So	67739	0	1	0
Organisms_order_>AT_>Cc_>So	67741	0	1	0
Organisms_order_>AT_>Cc_>So	67742	1	2	1
Organisms_order_>AT_>Cc_>So	67745	0	1	0
Organisms_order_>AT_>Cc_>So	67746	0	1	0
Organisms_order_>AT_>Cc_>So	67748	0	4	0
Organisms_order_>AT_>Cc_>So	67749	1	1	0
Organisms_order_>AT_>Cc_>So	67753	1	1	1
Organisms_order_>AT_>Cc_>So	67754	0	1	0
Organisms_order_>AT_>Cc_>So	67755	0	1	0
Organisms_order_>AT_>Cc_>So	67756	0	1	0
Organisms_order_>AT_>Cc_>So	67758	0	1	0
Organisms_order_>AT_>Cc_>So	67759	0	1	0
Organisms_order_>AT_>Cc_>So	67760	1	1	1
Organisms_order_>AT_>Cc_>So	67763	3	1	2
Organisms_order_>AT_>Cc_>So	67764	0	1	0
Organisms_order_>AT_>Cc_>So	67765	0	1	0
Organisms_order_>AT_>Cc_>So	67766	1	1	1
Organisms_order_>AT_>Cc_>So	67767	0	1	0
Organisms_order_>AT_>Cc_>So	67769	0	1	0
Organisms_order_>AT_>Cc_>So	67772	0	1	0
Organisms_order_>AT_>Cc_>So	67773	0	1	0
Organisms_order_>AT_>Cc_>So	67774	1	0	0
Organisms_order_>AT_>Cc_>So	67775	1	1	2
Organisms_order_>AT_>Cc_>So	67776	2	1	0
Organisms_order_>AT_>Cc_>So	67779	3	2	3
Organisms_order_>AT_>Cc_>So	67780	1	0	0
Organisms_order_>AT_>Cc_>So	67781	1	0	0
Organisms_order_>AT_>Cc_>So	67786	1	0	0
Organisms_order_>AT_>Cc_>So	67791	1	0	0
Organisms_order_>AT_>Cc_>So	67792	1	0	0
Organisms_order_>AT_>Cc_>So	67794	1	0	0
Organisms_order_>AT_>Cc_>So	67795	1	0	1
Organisms_order_>AT_>Cc_>So	67797	2	0	0
Organisms_order_>AT_>Cc_>So	67798	1	0	0
Organisms_order_>AT_>Cc_>So	67799	2	0	0
Organisms_order_>AT_>Cc_>So	67800	1	0	0
Organisms_order_>AT_>Cc_>So	67803	1	0	0
Organisms_order_>AT_>Cc_>So	67804	1	0	0
Organisms_order_>AT_>Cc_>So	67807	1	0	0
Organisms_order_>AT_>Cc_>So	67808	1	0	0
Organisms_order_>AT_>Cc_>So	67809	2	0	1
Organisms_order_>AT_>Cc_>So	67812	1	1	0
Organisms_order_>AT_>Cc_>So	67814	4	1	0
Organisms_order_>AT_>Cc_>So	67816	0	0	1
Organisms_order_>AT_>Cc_>So	67817	0	0	1
Organisms_order_>AT_>Cc_>So	67818	0	0	1
Organisms_order_>AT_>Cc_>So	67819	0	0	1
Organisms_order_>AT_>Cc_>So	67820	0	0	1
Organisms_order_>AT_>Cc_>So	67821	1	0	1
Organisms_order_>AT_>Cc_>So	67824	0	0	1
Organisms_order_>AT_>Cc_>So	67826	0	1	1
Organisms_order_>AT_>Cc_>So	67827	0	0	1
Organisms_order_>AT_>Cc_>So	67828	0	0	2
Organisms_order_>AT_>Cc_>So	67832	0	0	1
Organisms_order_>AT_>Cc_>So	67833	0	0	1
Organisms_order_>AT_>Cc_>So	67836	0	0	1
Organisms_order_>AT_>Cc_>So	67837	0	0	1
Organisms_order_>AT_>Cc_>So	67840	0	0	1
Organisms_order_>AT_>Cc_>So	67843	0	0	1
Organisms_order_>AT_>Cc_>So	67845	0	0	1
Organisms_order_>AT_>Cc_>So	67846	0	0	1
Organisms_order_>AT_>Cc_>So	67847	0	0	2
Organisms_order_>AT_>Cc_>So	67849	0	0	1
Organisms_order_>AT_>Cc_>So	67851	0	0	1
Organisms_order_>AT_>Cc_>So	67852	0	0	1
Organisms_order_>AT_>Cc_>So	67853	2	0	2
Organisms_order_>AT_>Cc_>So	67854	0	0	1
Organisms_order_>AT_>Cc_>So	67857	0	0	1
Organisms_order_>AT_>Cc_>So	67859	0	0	1
Organisms_order_>AT_>Cc_>So	67861	0	0	1
Organisms_order_>AT_>Cc_>So	67864	0	1	1
Organisms_order_>AT_>Cc_>So	67865	0	0	1
Organisms_order_>AT_>Cc_>So	67866	0	0	1
Organisms_order_>AT_>Cc_>So	67867	0	0	1
Organisms_order_>AT_>Cc_>So	67868	0	0	2
Organisms_order_>AT_>Cc_>So	67869	0	1	0
Organisms_order_>AT_>Cc_>So	67870	0	11	0
Organisms_order_>AT_>Cc_>So	67871	0	2	0
Organisms_order_>AT_>Cc_>So	67872	0	1	0
Organisms_order_>AT_>Cc_>So	67873	0	5	0
Organisms_order_>AT_>Cc_>So	67876	0	1	0
Organisms_order_>AT_>Cc_>So	67877	3	1	1
Organisms_order_>AT_>Cc_>So	67878	0	1	0
Organisms_order_>AT_>Cc_>So	67880	0	1	0
Organisms_order_>AT_>Cc_>So	67881	0	1	0
Organisms_order_>AT_>Cc_>So	67882	0	1	1
Organisms_order_>AT_>Cc_>So	67883	0	1	1
Organisms_order_>AT_>Cc_>So	67884	0	1	1
Organisms_order_>AT_>Cc_>So	67885	0	1	0
Organisms_order_>AT_>Cc_>So	67887	1	1	2
Organisms_order_>AT_>Cc_>So	67888	0	1	0
Organisms_order_>AT_>Cc_>So	67889	0	1	0
Organisms_order_>AT_>Cc_>So	67890	0	2	0
Organisms_order_>AT_>Cc_>So	67891	0	1	0
Organisms_order_>AT_>Cc_>So	67892	0	1	0
Organisms_order_>AT_>Cc_>So	67896	0	1	0
Organisms_order_>AT_>Cc_>So	67897	1	1	1
Organisms_order_>AT_>Cc_>So	67898	0	1	0
Organisms_order_>AT_>Cc_>So	67901	3	2	4
Organisms_order_>AT_>Cc_>So	67902	0	1	0
Organisms_order_>AT_>Cc_>So	67910	0	1	0
Organisms_order_>AT_>Cc_>So	67911	0	1	0
Organisms_order_>AT_>Cc_>So	67912	2	1	1
Organisms_order_>AT_>Cc_>So	67913	0	1	0
Organisms_order_>AT_>Cc_>So	67914	0	1	0
Organisms_order_>AT_>Cc_>So	67917	0	1	0
Organisms_order_>AT_>Cc_>So	67918	0	1	0
Organisms_order_>AT_>Cc_>So	67919	0	1	0
Organisms_order_>AT_>Cc_>So	67921	1	0	0
Organisms_order_>AT_>Cc_>So	67922	1	0	0
Organisms_order_>AT_>Cc_>So	67924	2	0	0
Organisms_order_>AT_>Cc_>So	67925	4	0	0
Organisms_order_>AT_>Cc_>So	67926	1	1	0
Organisms_order_>AT_>Cc_>So	67928	1	0	0
Organisms_order_>AT_>Cc_>So	67929	4	0	0
Organisms_order_>AT_>Cc_>So	67932	4	2	5
Organisms_order_>AT_>Cc_>So	67933	1	0	0
Organisms_order_>AT_>Cc_>So	67934	1	0	0
Organisms_order_>AT_>Cc_>So	67935	2	0	0
Organisms_order_>AT_>Cc_>So	67936	1	0	0
Organisms_order_>AT_>Cc_>So	67939	2	0	0
Organisms_order_>AT_>Cc_>So	67940	4	1	1
Organisms_order_>AT_>Cc_>So	67941	2	0	0
Organisms_order_>AT_>Cc_>So	67942	1	0	0
Organisms_order_>AT_>Cc_>So	67944	1	0	0
Organisms_order_>AT_>Cc_>So	67945	3	0	0
Organisms_order_>AT_>Cc_>So	67947	1	0	0
Organisms_order_>AT_>Cc_>So	67948	1	0	0
Organisms_order_>AT_>Cc_>So	67949	2	0	0
Organisms_order_>AT_>Cc_>So	67951	1	1	4
Organisms_order_>AT_>Cc_>So	67954	2	0	0
Organisms_order_>AT_>Cc_>So	67958	2	1	1
Organisms_order_>AT_>Cc_>So	67959	1	0	0
Organisms_order_>AT_>Cc_>So	67960	1	0	1
Organisms_order_>AT_>Cc_>So	67961	1	0	0
Organisms_order_>AT_>Cc_>So	67962	1	0	0
Organisms_order_>AT_>Cc_>So	67964	1	0	0
Organisms_order_>AT_>Cc_>So	67965	1	0	0
Organisms_order_>AT_>Cc_>So	67966	1	0	1
Organisms_order_>AT_>Cc_>So	67967	2	0	1
Organisms_order_>AT_>Cc_>So	67969	1	0	0
Organisms_order_>AT_>Cc_>So	67970	1	0	0
Organisms_order_>AT_>Cc_>So	67971	1	0	0
Organisms_order_>AT_>Cc_>So	67972	6	0	0
Organisms_order_>AT_>Cc_>So	67973	1	0	0
Organisms_order_>AT_>Cc_>So	67976	1	0	0
Organisms_order_>AT_>Cc_>So	67977	1	1	0
Organisms_order_>AT_>Cc_>So	67979	1	0	0
Organisms_order_>AT_>Cc_>So	67980	1	1	2
Organisms_order_>AT_>Cc_>So	67983	1	0	0
Organisms_order_>AT_>Cc_>So	67985	1	1	1
Organisms_order_>AT_>Cc_>So	67986	1	0	0
Organisms_order_>AT_>Cc_>So	67989	0	0	1
Organisms_order_>AT_>Cc_>So	67990	1	1	2
Organisms_order_>AT_>Cc_>So	67992	0	0	1
Organisms_order_>AT_>Cc_>So	67994	0	0	1
Organisms_order_>AT_>Cc_>So	67995	0	0	1
Organisms_order_>AT_>Cc_>So	67996	0	0	1
Organisms_order_>AT_>Cc_>So	67997	0	0	1
Organisms_order_>AT_>Cc_>So	67998	0	0	1
Organisms_order_>AT_>Cc_>So	67999	0	0	1
Organisms_order_>AT_>Cc_>So	68000	0	0	1
Organisms_order_>AT_>Cc_>So	68002	0	0	1
Organisms_order_>AT_>Cc_>So	68003	0	1	2
Organisms_order_>AT_>Cc_>So	68004	0	0	1
Organisms_order_>AT_>Cc_>So	68005	0	0	1
Organisms_order_>AT_>Cc_>So	68006	0	0	1
Organisms_order_>AT_>Cc_>So	68008	0	0	1
Organisms_order_>AT_>Cc_>So	68009	3	3	4
Organisms_order_>AT_>Cc_>So	68010	0	0	1
Organisms_order_>AT_>Cc_>So	68012	0	0	1
Organisms_order_>AT_>Cc_>So	68014	0	0	1
Organisms_order_>AT_>Cc_>So	68015	0	0	1
Organisms_order_>AT_>Cc_>So	68020	0	0	1
Organisms_order_>AT_>Cc_>So	68021	0	0	1
Organisms_order_>AT_>Cc_>So	68022	0	0	1
Organisms_order_>AT_>Cc_>So	68023	0	0	1
Organisms_order_>AT_>Cc_>So	68024	0	0	1
Organisms_order_>AT_>Cc_>So	68029	0	0	1
Organisms_order_>AT_>Cc_>So	68030	0	0	2
Organisms_order_>AT_>Cc_>So	68031	0	0	1
Organisms_order_>AT_>Cc_>So	68032	0	0	1
Organisms_order_>AT_>Cc_>So	68034	0	0	2
Organisms_order_>AT_>Cc_>So	68036	0	0	1
Organisms_order_>AT_>Cc_>So	68037	0	0	1
Organisms_order_>AT_>Cc_>So	68038	0	0	1
Organisms_order_>AT_>Cc_>So	68039	0	0	1
Organisms_order_>AT_>Cc_>So	68045	0	0	1
Organisms_order_>AT_>Cc_>So	68047	0	0	1
Organisms_order_>AT_>Cc_>So	68049	0	1	1
Organisms_order_>AT_>Cc_>So	68050	0	0	1
Organisms_order_>AT_>Cc_>So	68052	0	1	0
Organisms_order_>AT_>Cc_>So	68053	0	1	0
Organisms_order_>AT_>Cc_>So	68054	0	2	0
Organisms_order_>AT_>Cc_>So	68055	0	1	0
Organisms_order_>AT_>Cc_>So	68056	0	1	0
Organisms_order_>AT_>Cc_>So	68057	0	1	0
Organisms_order_>AT_>Cc_>So	68058	0	1	0
Organisms_order_>AT_>Cc_>So	68059	0	1	0
Organisms_order_>AT_>Cc_>So	68061	0	1	0
Organisms_order_>AT_>Cc_>So	68064	0	1	0
Organisms_order_>AT_>Cc_>So	68065	0	1	0
Organisms_order_>AT_>Cc_>So	68066	2	1	2
Organisms_order_>AT_>Cc_>So	68067	0	1	0
Organisms_order_>AT_>Cc_>So	68068	0	1	0
Organisms_order_>AT_>Cc_>So	68071	0	1	0
Organisms_order_>AT_>Cc_>So	68072	0	1	0
Organisms_order_>AT_>Cc_>So	68073	0	1	0
Organisms_order_>AT_>Cc_>So	68074	0	1	2
Organisms_order_>AT_>Cc_>So	68075	0	1	0
Organisms_order_>AT_>Cc_>So	68076	0	1	0
Organisms_order_>AT_>Cc_>So	68077	0	1	0
Organisms_order_>AT_>Cc_>So	68078	0	1	0
Organisms_order_>AT_>Cc_>So	68079	0	1	0
Organisms_order_>AT_>Cc_>So	68080	0	1	0
Organisms_order_>AT_>Cc_>So	68081	4	2	2
Organisms_order_>AT_>Cc_>So	68084	0	1	1
Organisms_order_>AT_>Cc_>So	68090	0	1	2
Organisms_order_>AT_>Cc_>So	68091	0	1	0
Organisms_order_>AT_>Cc_>So	68093	0	1	0
Organisms_order_>AT_>Cc_>So	68098	0	2	0
Organisms_order_>AT_>Cc_>So	68100	1	0	0
Organisms_order_>AT_>Cc_>So	68105	1	0	0
Organisms_order_>AT_>Cc_>So	68106	1	0	0
Organisms_order_>AT_>Cc_>So	68107	1	0	0
Organisms_order_>AT_>Cc_>So	68111	1	0	0
Organisms_order_>AT_>Cc_>So	68112	1	0	0
Organisms_order_>AT_>Cc_>So	68113	1	1	1
Organisms_order_>AT_>Cc_>So	68114	1	0	0
Organisms_order_>AT_>Cc_>So	68115	1	0	0
Organisms_order_>AT_>Cc_>So	68116	1	0	0
Organisms_order_>AT_>Cc_>So	68118	1	0	0
Organisms_order_>AT_>Cc_>So	68119	2	0	0
Organisms_order_>AT_>Cc_>So	68121	1	0	0
Organisms_order_>AT_>Cc_>So	68122	1	0	0
Organisms_order_>AT_>Cc_>So	68124	1	0	0
Organisms_order_>AT_>Cc_>So	68125	1	0	0
Organisms_order_>AT_>Cc_>So	68127	2	0	0
Organisms_order_>AT_>Cc_>So	68128	1	0	0
Organisms_order_>AT_>Cc_>So	68132	1	0	0
Organisms_order_>AT_>Cc_>So	68137	1	0	0
Organisms_order_>AT_>Cc_>So	68138	2	0	0
Organisms_order_>AT_>Cc_>So	68139	1	0	0
Organisms_order_>AT_>Cc_>So	68140	1	1	1
Organisms_order_>AT_>Cc_>So	68142	2	0	0
Organisms_order_>AT_>Cc_>So	68143	1	0	0
Organisms_order_>AT_>Cc_>So	68144	2	0	0
Organisms_order_>AT_>Cc_>So	68145	2	0	0
Organisms_order_>AT_>Cc_>So	68147	1	0	0
Organisms_order_>AT_>Cc_>So	68148	1	0	0
Organisms_order_>AT_>Cc_>So	68150	1	0	0
Organisms_order_>AT_>Cc_>So	68152	4	0	0
Organisms_order_>AT_>Cc_>So	68153	1	0	0
Organisms_order_>AT_>Cc_>So	68154	1	0	0
Organisms_order_>AT_>Cc_>So	68155	1	0	0
Organisms_order_>AT_>Cc_>So	68158	5	4	2
Organisms_order_>AT_>Cc_>So	68162	1	0	1
Organisms_order_>AT_>Cc_>So	68163	0	0	1
Organisms_order_>AT_>Cc_>So	68164	0	0	1
Organisms_order_>AT_>Cc_>So	68166	0	0	1
Organisms_order_>AT_>Cc_>So	68167	0	0	1
Organisms_order_>AT_>Cc_>So	68168	0	0	1
Organisms_order_>AT_>Cc_>So	68169	0	0	1
Organisms_order_>AT_>Cc_>So	68170	0	0	1
Organisms_order_>AT_>Cc_>So	68171	0	0	1
Organisms_order_>AT_>Cc_>So	68172	0	0	1
Organisms_order_>AT_>Cc_>So	68173	0	0	2
Organisms_order_>AT_>Cc_>So	68174	0	0	1
Organisms_order_>AT_>Cc_>So	68175	0	0	1
Organisms_order_>AT_>Cc_>So	68176	0	0	1
Organisms_order_>AT_>Cc_>So	68177	0	0	1
Organisms_order_>AT_>Cc_>So	68179	0	0	1
Organisms_order_>AT_>Cc_>So	68180	0	0	1
Organisms_order_>AT_>Cc_>So	68185	0	0	1
Organisms_order_>AT_>Cc_>So	68186	0	2	4
Organisms_order_>AT_>Cc_>So	68187	0	0	1
Organisms_order_>AT_>Cc_>So	68188	0	0	1
Organisms_order_>AT_>Cc_>So	68189	0	0	1
Organisms_order_>AT_>Cc_>So	68190	0	0	1
Organisms_order_>AT_>Cc_>So	68191	0	0	1
Organisms_order_>AT_>Cc_>So	68196	0	1	1
Organisms_order_>AT_>Cc_>So	68197	0	0	1
Organisms_order_>AT_>Cc_>So	68198	1	1	2
Organisms_order_>AT_>Cc_>So	68199	0	0	1
Organisms_order_>AT_>Cc_>So	68200	0	0	1
Organisms_order_>AT_>Cc_>So	68201	0	0	1
Organisms_order_>AT_>Cc_>So	68202	0	0	1
Organisms_order_>AT_>Cc_>So	68205	0	0	1
Organisms_order_>AT_>Cc_>So	68206	0	0	1
