Description	ID	>AT	>Cc	>So
Organisms_order_>AT_>Cc_>So	32546	1	0	0
Organisms_order_>AT_>Cc_>So	32549	1	0	0
Organisms_order_>AT_>Cc_>So	32553	1	1	1
Organisms_order_>AT_>Cc_>So	32555	1	0	0
Organisms_order_>AT_>Cc_>So	32557	1	0	0
Organisms_order_>AT_>Cc_>So	32558	1	0	0
Organisms_order_>AT_>Cc_>So	32560	1	0	0
Organisms_order_>AT_>Cc_>So	32562	1	0	0
Organisms_order_>AT_>Cc_>So	32563	3	0	0
Organisms_order_>AT_>Cc_>So	32570	3	0	0
Organisms_order_>AT_>Cc_>So	32571	1	0	0
Organisms_order_>AT_>Cc_>So	32574	1	0	0
Organisms_order_>AT_>Cc_>So	32575	1	0	0
Organisms_order_>AT_>Cc_>So	32576	1	0	0
Organisms_order_>AT_>Cc_>So	32578	1	0	0
Organisms_order_>AT_>Cc_>So	32581	1	0	0
Organisms_order_>AT_>Cc_>So	32583	10	0	0
Organisms_order_>AT_>Cc_>So	32584	3	0	0
Organisms_order_>AT_>Cc_>So	32585	2	1	1
Organisms_order_>AT_>Cc_>So	32586	1	0	0
Organisms_order_>AT_>Cc_>So	32587	1	0	0
Organisms_order_>AT_>Cc_>So	32588	2	0	0
Organisms_order_>AT_>Cc_>So	32591	2	0	0
Organisms_order_>AT_>Cc_>So	32595	1	2	1
Organisms_order_>AT_>Cc_>So	32604	1	1	1
Organisms_order_>AT_>Cc_>So	32605	0	0	1
Organisms_order_>AT_>Cc_>So	32607	0	0	1
Organisms_order_>AT_>Cc_>So	32608	1	2	6
Organisms_order_>AT_>Cc_>So	32612	0	0	1
Organisms_order_>AT_>Cc_>So	32613	0	0	1
Organisms_order_>AT_>Cc_>So	32617	0	0	1
Organisms_order_>AT_>Cc_>So	32619	0	0	2
Organisms_order_>AT_>Cc_>So	32622	1	0	2
Organisms_order_>AT_>Cc_>So	32627	1	0	1
Organisms_order_>AT_>Cc_>So	32628	0	0	1
Organisms_order_>AT_>Cc_>So	32632	0	0	1
Organisms_order_>AT_>Cc_>So	32634	0	0	1
Organisms_order_>AT_>Cc_>So	32635	0	1	0
Organisms_order_>AT_>Cc_>So	32638	1	1	1
Organisms_order_>AT_>Cc_>So	32639	1	1	1
Organisms_order_>AT_>Cc_>So	32640	0	1	0
Organisms_order_>AT_>Cc_>So	32643	0	1	1
Organisms_order_>AT_>Cc_>So	32647	1	1	1
Organisms_order_>AT_>Cc_>So	32648	0	1	0
Organisms_order_>AT_>Cc_>So	32650	0	1	0
Organisms_order_>AT_>Cc_>So	32651	0	1	0
Organisms_order_>AT_>Cc_>So	32654	1	1	2
Organisms_order_>AT_>Cc_>So	32655	1	4	2
Organisms_order_>AT_>Cc_>So	32657	0	1	0
Organisms_order_>AT_>Cc_>So	32658	1	1	1
Organisms_order_>AT_>Cc_>So	32662	0	1	0
Organisms_order_>AT_>Cc_>So	32664	0	1	0
Organisms_order_>AT_>Cc_>So	32665	1	1	1
Organisms_order_>AT_>Cc_>So	32666	2	1	1
Organisms_order_>AT_>Cc_>So	32670	1	0	0
Organisms_order_>AT_>Cc_>So	32671	1	0	0
Organisms_order_>AT_>Cc_>So	32672	2	0	0
Organisms_order_>AT_>Cc_>So	32673	1	1	2
Organisms_order_>AT_>Cc_>So	32675	2	0	0
Organisms_order_>AT_>Cc_>So	32677	1	0	0
Organisms_order_>AT_>Cc_>So	32683	1	0	0
Organisms_order_>AT_>Cc_>So	32684	1	0	0
Organisms_order_>AT_>Cc_>So	32688	5	0	0
Organisms_order_>AT_>Cc_>So	32689	2	1	1
Organisms_order_>AT_>Cc_>So	32690	4	0	1
Organisms_order_>AT_>Cc_>So	32691	2	0	2
Organisms_order_>AT_>Cc_>So	32697	2	0	0
Organisms_order_>AT_>Cc_>So	32700	12	4	4
Organisms_order_>AT_>Cc_>So	32707	1	0	0
Organisms_order_>AT_>Cc_>So	32710	2	0	0
Organisms_order_>AT_>Cc_>So	32711	4	0	1
Organisms_order_>AT_>Cc_>So	32716	0	0	1
Organisms_order_>AT_>Cc_>So	32724	0	0	1
Organisms_order_>AT_>Cc_>So	32725	0	1	2
Organisms_order_>AT_>Cc_>So	32728	0	0	1
Organisms_order_>AT_>Cc_>So	32730	1	1	1
Organisms_order_>AT_>Cc_>So	32732	0	1	2
Organisms_order_>AT_>Cc_>So	32736	0	0	1
Organisms_order_>AT_>Cc_>So	32737	2	1	4
Organisms_order_>AT_>Cc_>So	32742	0	0	3
Organisms_order_>AT_>Cc_>So	32745	0	0	1
Organisms_order_>AT_>Cc_>So	32746	0	0	1
Organisms_order_>AT_>Cc_>So	32747	2	1	1
Organisms_order_>AT_>Cc_>So	32748	0	1	2
Organisms_order_>AT_>Cc_>So	32753	0	1	0
Organisms_order_>AT_>Cc_>So	32756	1	2	0
Organisms_order_>AT_>Cc_>So	32758	2	1	1
Organisms_order_>AT_>Cc_>So	32761	0	1	0
Organisms_order_>AT_>Cc_>So	32763	0	1	0
Organisms_order_>AT_>Cc_>So	32767	1	1	1
Organisms_order_>AT_>Cc_>So	32768	0	1	2
Organisms_order_>AT_>Cc_>So	32769	3	1	1
Organisms_order_>AT_>Cc_>So	32770	2	1	1
Organisms_order_>AT_>Cc_>So	32772	0	1	0
Organisms_order_>AT_>Cc_>So	32773	0	1	0
Organisms_order_>AT_>Cc_>So	32774	0	1	0
Organisms_order_>AT_>Cc_>So	32775	3	2	2
Organisms_order_>AT_>Cc_>So	32777	0	1	0
Organisms_order_>AT_>Cc_>So	32778	1	1	1
Organisms_order_>AT_>Cc_>So	32779	4	1	2
Organisms_order_>AT_>Cc_>So	32781	0	1	1
Organisms_order_>AT_>Cc_>So	32782	0	1	0
Organisms_order_>AT_>Cc_>So	32784	0	1	0
Organisms_order_>AT_>Cc_>So	32789	1	0	0
Organisms_order_>AT_>Cc_>So	32792	1	0	1
Organisms_order_>AT_>Cc_>So	32794	3	1	3
Organisms_order_>AT_>Cc_>So	32799	1	1	0
Organisms_order_>AT_>Cc_>So	32816	5	0	0
Organisms_order_>AT_>Cc_>So	32818	1	1	1
Organisms_order_>AT_>Cc_>So	32821	2	3	2
Organisms_order_>AT_>Cc_>So	32827	1	0	0
Organisms_order_>AT_>Cc_>So	32828	1	1	1
Organisms_order_>AT_>Cc_>So	32831	4	2	1
Organisms_order_>AT_>Cc_>So	32832	1	0	0
Organisms_order_>AT_>Cc_>So	32840	0	0	1
Organisms_order_>AT_>Cc_>So	32846	2	0	1
Organisms_order_>AT_>Cc_>So	32847	0	1	1
Organisms_order_>AT_>Cc_>So	32853	0	0	3
Organisms_order_>AT_>Cc_>So	32857	1	1	1
Organisms_order_>AT_>Cc_>So	32862	0	0	1
Organisms_order_>AT_>Cc_>So	32863	0	0	1
Organisms_order_>AT_>Cc_>So	32865	0	0	1
Organisms_order_>AT_>Cc_>So	32870	0	0	1
Organisms_order_>AT_>Cc_>So	32874	0	1	0
Organisms_order_>AT_>Cc_>So	32875	2	1	0
Organisms_order_>AT_>Cc_>So	32878	0	1	0
Organisms_order_>AT_>Cc_>So	32883	2	2	1
Organisms_order_>AT_>Cc_>So	32886	0	1	1
Organisms_order_>AT_>Cc_>So	32888	0	1	1
Organisms_order_>AT_>Cc_>So	32889	0	1	0
Organisms_order_>AT_>Cc_>So	32892	2	1	1
Organisms_order_>AT_>Cc_>So	32893	1	1	1
Organisms_order_>AT_>Cc_>So	32896	0	1	0
Organisms_order_>AT_>Cc_>So	32901	1	1	1
Organisms_order_>AT_>Cc_>So	32902	0	1	0
Organisms_order_>AT_>Cc_>So	32903	2	2	4
Organisms_order_>AT_>Cc_>So	32904	3	0	0
Organisms_order_>AT_>Cc_>So	32912	1	0	0
Organisms_order_>AT_>Cc_>So	32913	3	2	2
Organisms_order_>AT_>Cc_>So	32914	1	1	1
Organisms_order_>AT_>Cc_>So	32916	1	0	0
Organisms_order_>AT_>Cc_>So	32918	1	1	1
Organisms_order_>AT_>Cc_>So	32923	1	0	0
Organisms_order_>AT_>Cc_>So	32928	2	1	1
Organisms_order_>AT_>Cc_>So	32931	2	1	1
Organisms_order_>AT_>Cc_>So	32933	2	0	0
Organisms_order_>AT_>Cc_>So	32934	1	0	0
Organisms_order_>AT_>Cc_>So	32937	1	0	0
Organisms_order_>AT_>Cc_>So	32938	4	2	4
Organisms_order_>AT_>Cc_>So	32940	1	1	1
Organisms_order_>AT_>Cc_>So	32941	1	0	0
Organisms_order_>AT_>Cc_>So	32943	1	0	0
Organisms_order_>AT_>Cc_>So	32945	1	1	4
Organisms_order_>AT_>Cc_>So	32956	0	0	1
Organisms_order_>AT_>Cc_>So	32958	0	0	1
Organisms_order_>AT_>Cc_>So	32959	1	0	1
Organisms_order_>AT_>Cc_>So	32961	0	0	1
Organisms_order_>AT_>Cc_>So	32963	0	0	1
Organisms_order_>AT_>Cc_>So	32965	0	0	1
Organisms_order_>AT_>Cc_>So	32967	0	0	1
Organisms_order_>AT_>Cc_>So	32970	0	0	1
Organisms_order_>AT_>Cc_>So	32974	0	0	1
Organisms_order_>AT_>Cc_>So	32977	2	3	5
Organisms_order_>AT_>Cc_>So	32978	0	1	1
Organisms_order_>AT_>Cc_>So	32980	0	2	0
Organisms_order_>AT_>Cc_>So	32982	0	1	0
Organisms_order_>AT_>Cc_>So	32983	2	1	1
Organisms_order_>AT_>Cc_>So	32986	0	1	0
Organisms_order_>AT_>Cc_>So	32987	0	1	0
Organisms_order_>AT_>Cc_>So	32990	0	1	0
Organisms_order_>AT_>Cc_>So	32991	1	1	0
Organisms_order_>AT_>Cc_>So	32994	2	2	1
Organisms_order_>AT_>Cc_>So	32997	1	1	1
Organisms_order_>AT_>Cc_>So	32998	0	1	0
Organisms_order_>AT_>Cc_>So	33000	1	1	0
Organisms_order_>AT_>Cc_>So	33003	6	4	5
Organisms_order_>AT_>Cc_>So	33005	2	1	2
Organisms_order_>AT_>Cc_>So	33007	0	1	1
Organisms_order_>AT_>Cc_>So	33008	0	1	0
Organisms_order_>AT_>Cc_>So	33010	1	1	0
Organisms_order_>AT_>Cc_>So	33011	1	0	0
Organisms_order_>AT_>Cc_>So	33014	1	1	2
Organisms_order_>AT_>Cc_>So	33018	2	0	0
Organisms_order_>AT_>Cc_>So	33019	1	0	1
Organisms_order_>AT_>Cc_>So	33020	1	0	0
Organisms_order_>AT_>Cc_>So	33023	1	0	0
Organisms_order_>AT_>Cc_>So	33027	1	0	0
Organisms_order_>AT_>Cc_>So	33030	1	0	0
Organisms_order_>AT_>Cc_>So	33031	1	0	0
Organisms_order_>AT_>Cc_>So	33032	1	0	0
Organisms_order_>AT_>Cc_>So	33035	1	0	0
Organisms_order_>AT_>Cc_>So	33039	1	0	0
Organisms_order_>AT_>Cc_>So	33041	1	0	0
Organisms_order_>AT_>Cc_>So	33045	1	0	0
Organisms_order_>AT_>Cc_>So	33052	1	0	0
Organisms_order_>AT_>Cc_>So	33053	2	2	2
Organisms_order_>AT_>Cc_>So	33064	0	0	1
Organisms_order_>AT_>Cc_>So	33068	2	1	1
Organisms_order_>AT_>Cc_>So	33069	0	0	1
Organisms_order_>AT_>Cc_>So	33070	0	0	1
Organisms_order_>AT_>Cc_>So	33073	0	0	1
Organisms_order_>AT_>Cc_>So	33074	0	0	1
Organisms_order_>AT_>Cc_>So	33077	1	1	1
Organisms_order_>AT_>Cc_>So	33079	1	0	1
Organisms_order_>AT_>Cc_>So	33080	0	0	1
Organisms_order_>AT_>Cc_>So	33081	0	0	1
Organisms_order_>AT_>Cc_>So	33084	0	0	2
Organisms_order_>AT_>Cc_>So	33085	0	0	1
Organisms_order_>AT_>Cc_>So	33087	0	0	2
Organisms_order_>AT_>Cc_>So	33088	0	0	1
Organisms_order_>AT_>Cc_>So	33093	0	0	1
Organisms_order_>AT_>Cc_>So	33094	0	0	1
Organisms_order_>AT_>Cc_>So	33095	0	1	0
Organisms_order_>AT_>Cc_>So	33098	0	1	0
Organisms_order_>AT_>Cc_>So	33102	0	1	0
Organisms_order_>AT_>Cc_>So	33103	2	1	0
Organisms_order_>AT_>Cc_>So	33104	0	1	0
Organisms_order_>AT_>Cc_>So	33105	0	1	0
Organisms_order_>AT_>Cc_>So	33107	0	1	0
Organisms_order_>AT_>Cc_>So	33108	1	1	1
Organisms_order_>AT_>Cc_>So	33110	0	1	0
Organisms_order_>AT_>Cc_>So	33111	0	1	0
Organisms_order_>AT_>Cc_>So	33112	0	1	0
Organisms_order_>AT_>Cc_>So	33114	0	1	0
Organisms_order_>AT_>Cc_>So	33115	2	1	2
Organisms_order_>AT_>Cc_>So	33116	0	1	0
Organisms_order_>AT_>Cc_>So	33117	0	1	1
Organisms_order_>AT_>Cc_>So	33124	0	1	0
Organisms_order_>AT_>Cc_>So	33125	1	1	1
Organisms_order_>AT_>Cc_>So	33126	4	1	1
Organisms_order_>AT_>Cc_>So	33134	3	0	0
Organisms_order_>AT_>Cc_>So	33135	2	1	0
Organisms_order_>AT_>Cc_>So	33140	3	2	1
Organisms_order_>AT_>Cc_>So	33142	1	0	0
Organisms_order_>AT_>Cc_>So	33143	1	0	0
Organisms_order_>AT_>Cc_>So	33144	1	0	0
Organisms_order_>AT_>Cc_>So	33146	1	0	0
Organisms_order_>AT_>Cc_>So	33154	2	0	0
Organisms_order_>AT_>Cc_>So	33156	1	0	0
Organisms_order_>AT_>Cc_>So	33163	1	0	0
Organisms_order_>AT_>Cc_>So	33165	4	2	2
Organisms_order_>AT_>Cc_>So	33167	1	0	0
Organisms_order_>AT_>Cc_>So	33170	1	0	0
Organisms_order_>AT_>Cc_>So	33174	1	1	1
Organisms_order_>AT_>Cc_>So	33175	2	2	1
Organisms_order_>AT_>Cc_>So	33176	1	0	0
Organisms_order_>AT_>Cc_>So	33177	1	0	0
Organisms_order_>AT_>Cc_>So	33178	0	0	1
Organisms_order_>AT_>Cc_>So	33180	0	0	2
Organisms_order_>AT_>Cc_>So	33181	0	0	1
Organisms_order_>AT_>Cc_>So	33183	0	0	2
Organisms_order_>AT_>Cc_>So	33190	1	0	1
Organisms_order_>AT_>Cc_>So	33191	1	0	1
Organisms_order_>AT_>Cc_>So	33194	2	1	1
Organisms_order_>AT_>Cc_>So	33198	0	0	3
Organisms_order_>AT_>Cc_>So	33199	0	0	1
Organisms_order_>AT_>Cc_>So	33202	0	0	1
Organisms_order_>AT_>Cc_>So	33204	0	2	3
Organisms_order_>AT_>Cc_>So	33206	0	1	1
Organisms_order_>AT_>Cc_>So	33208	1	1	1
Organisms_order_>AT_>Cc_>So	33209	0	1	1
Organisms_order_>AT_>Cc_>So	33210	0	0	1
Organisms_order_>AT_>Cc_>So	33211	0	1	0
Organisms_order_>AT_>Cc_>So	33213	0	3	0
Organisms_order_>AT_>Cc_>So	33214	1	1	1
Organisms_order_>AT_>Cc_>So	33215	1	1	0
Organisms_order_>AT_>Cc_>So	33217	0	1	0
Organisms_order_>AT_>Cc_>So	33218	0	1	0
Organisms_order_>AT_>Cc_>So	33220	0	1	0
Organisms_order_>AT_>Cc_>So	33221	0	1	0
Organisms_order_>AT_>Cc_>So	33222	5	2	4
Organisms_order_>AT_>Cc_>So	33223	0	1	0
Organisms_order_>AT_>Cc_>So	33225	0	1	0
Organisms_order_>AT_>Cc_>So	33226	0	1	0
Organisms_order_>AT_>Cc_>So	33227	0	1	0
Organisms_order_>AT_>Cc_>So	33229	0	1	1
Organisms_order_>AT_>Cc_>So	33231	0	1	1
Organisms_order_>AT_>Cc_>So	33232	0	1	0
Organisms_order_>AT_>Cc_>So	33234	0	1	1
Organisms_order_>AT_>Cc_>So	33243	0	1	0
Organisms_order_>AT_>Cc_>So	33244	1	1	1
Organisms_order_>AT_>Cc_>So	33245	0	1	0
Organisms_order_>AT_>Cc_>So	33246	0	1	0
Organisms_order_>AT_>Cc_>So	33248	3	1	2
Organisms_order_>AT_>Cc_>So	33253	2	0	2
Organisms_order_>AT_>Cc_>So	33257	6	2	2
Organisms_order_>AT_>Cc_>So	33260	3	1	0
Organisms_order_>AT_>Cc_>So	33262	1	0	2
Organisms_order_>AT_>Cc_>So	33266	1	0	0
Organisms_order_>AT_>Cc_>So	33269	2	0	0
Organisms_order_>AT_>Cc_>So	33270	1	0	0
Organisms_order_>AT_>Cc_>So	33272	2	1	1
Organisms_order_>AT_>Cc_>So	33273	1	0	0
Organisms_order_>AT_>Cc_>So	33277	1	0	0
Organisms_order_>AT_>Cc_>So	33281	1	1	1
Organisms_order_>AT_>Cc_>So	33282	4	0	0
Organisms_order_>AT_>Cc_>So	33288	1	0	0
Organisms_order_>AT_>Cc_>So	33301	7	3	2
Organisms_order_>AT_>Cc_>So	33306	1	0	0
Organisms_order_>AT_>Cc_>So	33309	1	1	1
Organisms_order_>AT_>Cc_>So	33310	0	0	1
Organisms_order_>AT_>Cc_>So	33312	0	0	2
Organisms_order_>AT_>Cc_>So	33313	0	1	2
Organisms_order_>AT_>Cc_>So	33316	0	0	1
Organisms_order_>AT_>Cc_>So	33319	1	1	1
Organisms_order_>AT_>Cc_>So	33322	0	0	1
Organisms_order_>AT_>Cc_>So	33326	0	0	1
Organisms_order_>AT_>Cc_>So	33327	0	0	1
Organisms_order_>AT_>Cc_>So	33329	0	0	1
Organisms_order_>AT_>Cc_>So	33332	0	0	1
Organisms_order_>AT_>Cc_>So	33336	0	0	3
Organisms_order_>AT_>Cc_>So	33340	0	0	1
Organisms_order_>AT_>Cc_>So	33341	0	0	1
Organisms_order_>AT_>Cc_>So	33347	0	1	0
Organisms_order_>AT_>Cc_>So	33348	0	1	0
Organisms_order_>AT_>Cc_>So	33349	3	1	2
Organisms_order_>AT_>Cc_>So	33351	0	1	0
Organisms_order_>AT_>Cc_>So	33352	0	2	2
Organisms_order_>AT_>Cc_>So	33353	2	1	1
Organisms_order_>AT_>Cc_>So	33354	0	1	1
Organisms_order_>AT_>Cc_>So	33356	1	2	2
Organisms_order_>AT_>Cc_>So	33360	0	1	0
Organisms_order_>AT_>Cc_>So	33362	2	1	1
Organisms_order_>AT_>Cc_>So	33363	0	1	0
Organisms_order_>AT_>Cc_>So	33364	0	1	0
Organisms_order_>AT_>Cc_>So	33365	2	2	2
Organisms_order_>AT_>Cc_>So	33366	2	4	2
Organisms_order_>AT_>Cc_>So	33367	0	1	0
Organisms_order_>AT_>Cc_>So	33369	2	0	0
Organisms_order_>AT_>Cc_>So	33371	1	0	0
Organisms_order_>AT_>Cc_>So	33374	1	0	0
Organisms_order_>AT_>Cc_>So	33376	1	0	0
Organisms_order_>AT_>Cc_>So	33380	1	1	1
Organisms_order_>AT_>Cc_>So	33381	1	0	0
Organisms_order_>AT_>Cc_>So	33388	4	0	2
Organisms_order_>AT_>Cc_>So	33397	4	0	0
Organisms_order_>AT_>Cc_>So	33405	5	0	0
Organisms_order_>AT_>Cc_>So	33410	1	0	0
Organisms_order_>AT_>Cc_>So	33412	1	1	1
Organisms_order_>AT_>Cc_>So	33413	1	0	0
Organisms_order_>AT_>Cc_>So	33417	1	0	0
Organisms_order_>AT_>Cc_>So	33419	1	1	1
Organisms_order_>AT_>Cc_>So	33422	0	0	1
Organisms_order_>AT_>Cc_>So	33423	0	1	2
Organisms_order_>AT_>Cc_>So	33425	0	0	1
Organisms_order_>AT_>Cc_>So	33430	8	1	7
Organisms_order_>AT_>Cc_>So	33433	0	0	1
Organisms_order_>AT_>Cc_>So	33435	0	0	3
Organisms_order_>AT_>Cc_>So	33437	0	0	1
Organisms_order_>AT_>Cc_>So	33438	1	1	1
Organisms_order_>AT_>Cc_>So	33439	0	0	1
Organisms_order_>AT_>Cc_>So	33445	0	0	1
Organisms_order_>AT_>Cc_>So	33447	2	1	1
Organisms_order_>AT_>Cc_>So	33448	0	0	1
Organisms_order_>AT_>Cc_>So	33453	1	0	1
Organisms_order_>AT_>Cc_>So	33455	0	1	1
Organisms_order_>AT_>Cc_>So	33457	0	0	1
Organisms_order_>AT_>Cc_>So	33459	1	0	1
Organisms_order_>AT_>Cc_>So	33464	0	0	1
Organisms_order_>AT_>Cc_>So	33465	0	0	1
Organisms_order_>AT_>Cc_>So	33466	1	1	1
Organisms_order_>AT_>Cc_>So	33467	1	0	1
Organisms_order_>AT_>Cc_>So	33468	5	1	0
Organisms_order_>AT_>Cc_>So	33469	0	1	0
Organisms_order_>AT_>Cc_>So	33470	0	1	0
Organisms_order_>AT_>Cc_>So	33471	0	1	0
Organisms_order_>AT_>Cc_>So	33473	3	1	0
Organisms_order_>AT_>Cc_>So	33477	0	1	0
Organisms_order_>AT_>Cc_>So	33478	0	1	0
Organisms_order_>AT_>Cc_>So	33483	2	1	1
Organisms_order_>AT_>Cc_>So	33485	0	1	1
Organisms_order_>AT_>Cc_>So	33486	2	1	1
Organisms_order_>AT_>Cc_>So	33488	1	1	1
Organisms_order_>AT_>Cc_>So	33489	2	3	1
Organisms_order_>AT_>Cc_>So	33490	0	1	0
Organisms_order_>AT_>Cc_>So	33491	1	1	0
Organisms_order_>AT_>Cc_>So	33494	2	1	0
Organisms_order_>AT_>Cc_>So	33501	3	0	0
Organisms_order_>AT_>Cc_>So	33503	2	0	0
Organisms_order_>AT_>Cc_>So	33506	1	0	0
Organisms_order_>AT_>Cc_>So	33507	1	0	0
Organisms_order_>AT_>Cc_>So	33508	1	0	0
Organisms_order_>AT_>Cc_>So	33509	2	0	0
Organisms_order_>AT_>Cc_>So	33510	1	0	0
Organisms_order_>AT_>Cc_>So	33512	1	0	0
Organisms_order_>AT_>Cc_>So	33513	1	0	0
Organisms_order_>AT_>Cc_>So	33519	3	0	0
Organisms_order_>AT_>Cc_>So	33521	2	0	0
Organisms_order_>AT_>Cc_>So	33525	3	0	0
Organisms_order_>AT_>Cc_>So	33526	1	2	1
Organisms_order_>AT_>Cc_>So	33529	4	0	1
Organisms_order_>AT_>Cc_>So	33531	8	3	4
Organisms_order_>AT_>Cc_>So	33534	1	0	0
Organisms_order_>AT_>Cc_>So	33535	1	0	0
Organisms_order_>AT_>Cc_>So	33539	5	1	2
Organisms_order_>AT_>Cc_>So	33543	2	0	0
Organisms_order_>AT_>Cc_>So	33546	1	0	0
Organisms_order_>AT_>Cc_>So	33549	1	0	0
Organisms_order_>AT_>Cc_>So	33551	6	4	5
Organisms_order_>AT_>Cc_>So	33552	1	0	1
Organisms_order_>AT_>Cc_>So	33554	0	0	1
Organisms_order_>AT_>Cc_>So	33555	0	0	1
Organisms_order_>AT_>Cc_>So	33558	0	0	2
Organisms_order_>AT_>Cc_>So	33561	0	0	1
Organisms_order_>AT_>Cc_>So	33562	0	0	2
Organisms_order_>AT_>Cc_>So	33564	3	1	1
Organisms_order_>AT_>Cc_>So	33568	0	0	1
Organisms_order_>AT_>Cc_>So	33572	0	0	1
Organisms_order_>AT_>Cc_>So	33574	3	0	1
Organisms_order_>AT_>Cc_>So	33578	0	0	1
Organisms_order_>AT_>Cc_>So	33583	0	0	1
Organisms_order_>AT_>Cc_>So	33584	0	0	1
Organisms_order_>AT_>Cc_>So	33591	0	0	2
Organisms_order_>AT_>Cc_>So	33593	0	0	1
Organisms_order_>AT_>Cc_>So	33595	0	1	0
Organisms_order_>AT_>Cc_>So	33597	0	1	0
Organisms_order_>AT_>Cc_>So	33599	0	1	0
Organisms_order_>AT_>Cc_>So	33601	0	1	0
Organisms_order_>AT_>Cc_>So	33602	0	4	0
Organisms_order_>AT_>Cc_>So	33604	3	2	0
Organisms_order_>AT_>Cc_>So	33605	0	1	1
Organisms_order_>AT_>Cc_>So	33606	0	1	0
Organisms_order_>AT_>Cc_>So	33607	1	1	1
Organisms_order_>AT_>Cc_>So	33610	5	3	3
Organisms_order_>AT_>Cc_>So	33613	0	1	0
Organisms_order_>AT_>Cc_>So	33621	0	1	1
Organisms_order_>AT_>Cc_>So	33622	0	1	0
Organisms_order_>AT_>Cc_>So	33623	0	1	0
Organisms_order_>AT_>Cc_>So	33624	0	1	0
Organisms_order_>AT_>Cc_>So	33625	1	1	1
Organisms_order_>AT_>Cc_>So	33629	1	1	1
Organisms_order_>AT_>Cc_>So	33631	0	2	1
Organisms_order_>AT_>Cc_>So	33632	0	1	0
Organisms_order_>AT_>Cc_>So	33634	2	0	0
Organisms_order_>AT_>Cc_>So	33635	1	0	0
Organisms_order_>AT_>Cc_>So	33636	2	0	0
Organisms_order_>AT_>Cc_>So	33642	2	0	0
Organisms_order_>AT_>Cc_>So	33643	1	1	0
Organisms_order_>AT_>Cc_>So	33646	1	1	0
Organisms_order_>AT_>Cc_>So	33648	3	3	1
Organisms_order_>AT_>Cc_>So	33649	1	1	1
Organisms_order_>AT_>Cc_>So	33657	5	0	0
Organisms_order_>AT_>Cc_>So	33658	2	0	0
Organisms_order_>AT_>Cc_>So	33659	2	0	0
Organisms_order_>AT_>Cc_>So	33666	1	0	0
Organisms_order_>AT_>Cc_>So	33667	2	0	0
Organisms_order_>AT_>Cc_>So	33668	2	1	1
Organisms_order_>AT_>Cc_>So	33673	5	1	1
Organisms_order_>AT_>Cc_>So	33674	1	0	0
Organisms_order_>AT_>Cc_>So	33678	2	0	0
Organisms_order_>AT_>Cc_>So	33683	0	0	1
Organisms_order_>AT_>Cc_>So	33685	0	0	2
Organisms_order_>AT_>Cc_>So	33689	0	0	1
Organisms_order_>AT_>Cc_>So	33690	0	0	1
Organisms_order_>AT_>Cc_>So	33692	0	0	1
Organisms_order_>AT_>Cc_>So	33693	5	1	1
Organisms_order_>AT_>Cc_>So	33694	0	0	1
Organisms_order_>AT_>Cc_>So	33705	4	1	3
Organisms_order_>AT_>Cc_>So	33707	0	0	1
Organisms_order_>AT_>Cc_>So	33710	0	1	2
Organisms_order_>AT_>Cc_>So	33711	0	0	1
Organisms_order_>AT_>Cc_>So	33713	0	0	1
Organisms_order_>AT_>Cc_>So	33715	0	0	1
Organisms_order_>AT_>Cc_>So	33716	2	1	2
Organisms_order_>AT_>Cc_>So	33717	0	0	1
Organisms_order_>AT_>Cc_>So	33720	1	1	1
Organisms_order_>AT_>Cc_>So	33722	1	1	0
Organisms_order_>AT_>Cc_>So	33723	0	1	0
Organisms_order_>AT_>Cc_>So	33730	1	2	2
Organisms_order_>AT_>Cc_>So	33733	1	1	1
Organisms_order_>AT_>Cc_>So	33736	0	1	0
Organisms_order_>AT_>Cc_>So	33737	1	1	1
Organisms_order_>AT_>Cc_>So	33738	0	1	0
Organisms_order_>AT_>Cc_>So	33741	2	1	3
Organisms_order_>AT_>Cc_>So	33742	2	1	0
Organisms_order_>AT_>Cc_>So	33743	0	1	0
Organisms_order_>AT_>Cc_>So	33744	1	1	1
Organisms_order_>AT_>Cc_>So	33746	0	4	0
Organisms_order_>AT_>Cc_>So	33747	1	1	1
Organisms_order_>AT_>Cc_>So	33751	0	1	0
Organisms_order_>AT_>Cc_>So	33752	0	1	0
Organisms_order_>AT_>Cc_>So	33753	2	1	1
Organisms_order_>AT_>Cc_>So	33754	6	0	1
Organisms_order_>AT_>Cc_>So	33755	1	0	0
Organisms_order_>AT_>Cc_>So	33762	1	0	0
Organisms_order_>AT_>Cc_>So	33765	2	0	0
Organisms_order_>AT_>Cc_>So	33766	3	0	0
Organisms_order_>AT_>Cc_>So	33768	1	0	0
Organisms_order_>AT_>Cc_>So	33769	1	0	0
Organisms_order_>AT_>Cc_>So	33771	2	1	2
Organisms_order_>AT_>Cc_>So	33775	1	0	0
Organisms_order_>AT_>Cc_>So	33777	3	0	0
Organisms_order_>AT_>Cc_>So	33781	1	1	1
Organisms_order_>AT_>Cc_>So	33784	1	0	0
Organisms_order_>AT_>Cc_>So	33788	3	0	0
Organisms_order_>AT_>Cc_>So	33790	2	0	0
Organisms_order_>AT_>Cc_>So	33798	1	0	0
Organisms_order_>AT_>Cc_>So	33800	1	1	1
Organisms_order_>AT_>Cc_>So	33806	0	0	1
